,Player,Age,Team,Position,GamesPlayed,Goals,Assists,Points,PlusMinus,PenaltyMinutes,PointShare,EV,PP,SH,GW,EV.1,PP.1,SH.1,Shots,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,Pos,GP,GoalsCreated,GoalsPerGame,AssistsPerGame,PointsPerGame,GoalsCreatedPerGame,PenaltyMinutesPerGame,ShotsPerGame,AdjustedGoals,AdjustedAssists,AdjustedPts,AdjustedGoalsCreated,TGF,PGF,TGA,PGA,xGF,xGA,ExpectedPlusMinus,OPS,DPS,PointShares
611,Marc McLaughlin,22,BOS,F,11,3,0,3,-1,8,0.4,3,0,0,0,0,0,0,12,25.0,115,629,2,15,5,10,33.3,97,97,50.0,-10.7,78,73,51.7,-8.8,6.9,90.2,97.1,58.1,41.9,629,619,2,4,19,63.2,F,11,2,0.27,0.0,0.27,0.15,0.73,1.09,3,0,3,2,4,0,5,0,4.6,5.6,-1.0,0.3,0.1,0.4
612,Michael McLeod,23,NJD,C,77,6,14,20,-13,52,0.4,6,0,0,0,13,0,1,78,7.7,1026,800,34,145,604,451,57.3,689,806,46.1,-5.8,529,607,46.6,-4.9,9.0,88.9,98.0,24.8,75.2,800,667,46,28,126,61.9,C,77,7,0.08,0.18,0.26,0.09,0.68,1.01,6,13,19,7,34,0,63,16,26.7,34.8,-8.1,-0.3,0.7,0.4
613,Ryan McLeod,22,EDM,C,71,9,12,21,-2,12,1.2,7,2,0,1,9,3,0,82,11.0,906,766,25,28,248,277,47.2,713,621,53.4,1.4,506,461,52.3,1.1,7.0,92.2,99.2,51.9,48.1,766,651,39,41,143,57.3,C,71,8,0.13,0.17,0.3,0.11,0.17,1.15,9,11,20,8,32,5,36,7,29.4,30.6,-1.3,0.4,0.8,1.2
614,Connor McMichael,21,WSH,C,68,9,9,18,-3,10,1.3,9,0,0,0,9,0,0,105,8.6,712,628,22,46,148,197,42.9,694,633,52.3,2.6,528,471,52.9,2.1,7.1,90.8,97.9,55.9,44.1,628,622,15,10,164,64.6,C,68,7,0.13,0.13,0.26,0.11,0.15,1.54,9,9,18,7,27,0,30,0,33.9,27.0,6.8,0.7,0.7,1.3
615,Brayden McNabb,31,VEG,D,69,3,15,18,10,42,3.8,3,0,0,0,14,0,1,85,3.5,1359,1182,179,154,0,0,,1080,1080,50.0,-3.4,804,758,51.5,-2.8,9.3,91.1,100.4,42.3,57.7,1182,1022,37,28,195,43.6,D,69,6,0.04,0.22,0.26,0.08,0.61,1.23,3,14,17,5,59,0,75,26,52.7,47.0,5.7,0.4,3.4,3.8
617,Jaycob Megna,29,SJS,D,44,2,6,8,-1,16,2.2,2,0,0,0,6,0,0,40,5.0,841,1147,92,71,0,0,,665,786,45.8,-0.2,498,548,47.6,0.5,7.4,92.1,99.5,40.5,59.5,1147,1030,18,23,84,47.6,D,44,3,0.05,0.14,0.18,0.06,0.36,0.91,2,6,8,3,28,0,34,5,29.3,29.2,0.1,-0.1,2.3,2.2
618,Jayson Megna,31,COL,C,20,0,3,3,-2,4,-0.2,0,0,0,0,3,0,0,19,0.0,206,618,9,27,56,60,48.3,170,186,47.8,-7.3,121,134,47.5,-6.8,5.5,92.4,97.9,35.6,64.4,618,580,8,1,32,59.4,C,20,1,0.0,0.15,0.15,0.04,0.2,0.95,0,3,3,1,5,0,8,1,7.6,7.2,0.3,-0.3,0.1,-0.2
619,Timo Meier,25,SJS,RW,77,35,41,76,-3,54,8.7,23,12,0,8,35,6,0,326,10.7,1475,1149,61,162,18,19,48.6,1325,1259,51.3,8.7,1022,929,52.4,8.5,10.0,89.3,99.3,48.2,51.8,1149,987,49,53,573,56.9,RW,77,30,0.45,0.53,0.99,0.39,0.7,4.23,34,39,73,29,98,23,79,1,66.4,53.2,13.1,6.5,2.2,8.7
620,Nicolas Meloche,24,SJS,D,50,2,5,7,-17,39,1.0,2,0,0,1,4,0,1,36,5.6,844,1013,54,158,0,0,,587,797,42.4,-2.6,446,575,43.7,-2.3,8.3,88.8,97.1,31.8,68.2,1013,946,17,26,94,38.3,D,50,2,0.04,0.1,0.14,0.05,0.78,0.72,2,5,7,2,28,0,47,2,27.2,35.5,-8.3,-0.2,1.2,1.0
621,Dawson Mercer,20,NJD,C,82,17,25,42,-25,28,2.6,14,2,1,2,21,3,1,154,11.0,1356,992,35,26,209,381,35.4,1104,1105,50.0,-1.0,845,872,49.2,-1.7,10.1,86.4,96.6,60.0,40.0,992,860,56,53,247,62.3,C,82,16,0.21,0.3,0.51,0.2,0.34,1.88,16,24,40,15,77,13,91,2,53.1,55.1,-2.0,1.9,0.6,2.6
623,Ryan Merkley,21,SJS,D,39,1,5,6,-10,8,0.9,1,0,0,0,3,2,0,36,2.8,600,923,22,12,0,0,,491,545,47.4,1.8,358,422,45.9,-1.4,5.3,92.5,97.8,56.6,43.4,923,836,13,28,85,42.4,D,39,2,0.03,0.13,0.15,0.05,0.21,0.92,1,5,6,2,17,3,24,0,19.9,26.1,-6.2,-0.1,1.0,0.9
625,Jonathon Merrill,29,MIN,D,69,4,16,20,15,22,3.4,4,0,0,0,16,0,0,59,6.8,1181,1027,112,46,0,0,,894,963,48.1,-4.7,701,726,49.1,-3.6,11.5,92.0,103.5,45.8,54.2,1027,907,6,21,118,50.0,D,69,7,0.06,0.23,0.29,0.09,0.32,0.86,4,15,19,6,59,0,61,17,40.8,42.1,-1.3,0.9,2.5,3.4
626,Victor Mete,23,OTT,D,37,0,7,7,-19,4,0.0,0,0,0,0,6,1,0,27,0.0,541,877,38,13,0,0,,409,449,47.7,0.1,313,333,48.5,1.0,4.4,87.2,91.7,43.4,56.6,877,753,7,18,55,49.1,D,37,2,0.0,0.19,0.19,0.05,0.11,0.73,0,7,7,2,13,2,38,8,19.5,22.4,-2.9,0.0,0.0,0.0
627,Carson Meyer,24,CBJ,RW,13,1,2,3,0,6,0.2,1,0,0,0,2,0,0,13,7.7,107,494,2,27,0,0,,101,94,51.8,2.5,69,75,47.9,0.3,6.1,94.6,100.8,42.4,57.6,494,487,4,1,25,52.0,RW,13,1,0.08,0.15,0.23,0.08,0.46,1.0,1,2,3,1,3,0,3,0,3.8,4.8,-1.1,0.1,0.1,0.2
629,Jacob Middleton,26,TOT,D,66,4,10,14,10,82,3.8,4,0,0,0,8,1,1,73,5.5,1233,1121,124,118,0,0,,938,1102,46.0,-0.4,721,802,47.3,0.0,9.7,92.5,102.2,45.6,54.4,1121,1014,27,19,124,58.9,D,66,5,0.06,0.15,0.21,0.07,1.24,1.11,4,10,14,5,55,2,52,9,47.6,45.2,2.4,0.2,3.6,3.8
630,Ilya Mikheyev,27,TOR,F,53,21,11,32,16,26,4.2,13,4,4,4,10,1,0,147,14.3,809,916,18,52,0,2,0.0,651,526,55.3,2.0,499,394,55.9,2.8,9.4,91.7,101.1,34.0,66.0,916,766,24,26,205,71.7,F,53,14,0.4,0.21,0.6,0.27,0.49,2.77,20,10,30,14,50,9,32,7,35.1,24.3,10.8,2.8,1.3,4.2
631,Niko Mikkola,25,STL,D,54,3,10,13,-6,55,1.5,2,0,1,0,10,0,0,58,5.2,917,1019,81,109,0,0,,615,800,43.5,-4.8,482,606,44.3,-3.4,11.0,89.2,100.2,30.1,69.9,1019,926,7,25,110,52.7,D,54,4,0.06,0.19,0.24,0.08,1.02,1.07,3,9,12,4,42,0,57,9,34.2,39.5,-5.4,0.4,1.1,1.5
632,Sonny Milano,25,ANA,LW,66,14,20,34,-9,10,2.9,9,5,0,3,15,5,0,94,14.9,1008,917,15,27,0,2,0.0,804,762,51.3,4.4,625,606,50.8,4.0,7.7,90.5,98.3,70.9,29.1,917,788,29,34,177,53.1,LW,66,13,0.21,0.3,0.52,0.2,0.15,1.42,14,19,33,13,59,25,43,0,38.2,34.6,3.6,1.8,1.0,2.9
633,Colin Miller,29,BUF,D,38,2,12,14,-2,21,2.2,2,0,0,0,9,3,0,48,4.2,721,1139,42,50,0,0,,511,531,49.0,1.3,385,423,47.6,1.4,10.6,89.1,99.7,49.7,50.3,1139,985,6,13,102,47.1,D,38,4,0.05,0.32,0.37,0.12,0.55,1.26,2,11,13,4,40,8,37,3,20.9,25.5,-4.5,0.7,1.6,2.2
634,J.T. Miller,28,VAN,C,80,32,67,99,15,47,10.6,24,8,0,6,35,30,2,206,15.5,1686,1265,56,172,667,566,54.1,1247,1118,52.7,3.9,928,843,52.4,3.5,11.4,90.0,101.4,54.6,45.4,1263,939,56,62,350,58.9,C,80,36,0.4,0.84,1.24,0.45,0.59,2.58,31,64,95,34,129,50,89,24,49.5,50.1,-0.6,8.1,2.5,10.6
635,K'Andre Miller,22,NYR,D,82,7,13,20,23,24,6.4,6,1,0,2,13,0,0,102,6.9,1690,1236,95,151,0,0,,1349,1342,50.1,4.3,1023,1000,50.6,4.2,9.7,93.1,102.7,46.5,53.5,1236,1119,59,37,221,46.2,D,82,7,0.09,0.16,0.24,0.09,0.29,1.24,7,12,19,7,76,1,64,12,61.0,63.5,-2.5,0.5,5.9,6.4
636,Daniil Miromanov,24,VEG,D,11,0,1,1,0,2,0.2,0,0,0,0,1,0,0,15,0.0,108,587,6,5,0,0,,97,103,48.5,-6.4,71,76,48.3,-6.8,7.7,91.1,98.8,64.1,35.9,587,572,1,2,32,46.9,D/RW,11,0,0.0,0.09,0.09,0.02,0.18,1.36,0,1,1,0,5,0,5,0,4.9,5.0,-0.1,0.0,0.2,0.2
638,Casey Mittelstadt,23,BUF,C,40,6,13,19,-14,4,1.0,5,1,0,1,7,6,0,79,7.6,645,967,12,19,202,250,44.7,432,448,49.1,-1.5,351,367,48.9,-0.7,7.4,88.1,95.5,54.7,45.3,967,784,13,17,120,65.8,C,40,7,0.15,0.33,0.48,0.17,0.1,1.98,6,12,18,7,32,12,37,3,20.4,22.8,-2.4,0.7,0.3,1.0
639,Sean Monahan,27,CGY,C,65,8,15,23,-15,24,0.8,3,5,0,2,7,8,0,111,7.2,914,844,24,59,414,365,53.1,758,656,53.6,-2.0,582,513,53.2,-2.2,5.2,90.4,95.6,56.5,43.5,844,702,32,28,197,56.3,C,65,8,0.12,0.23,0.35,0.13,0.37,1.71,8,14,22,8,42,20,37,0,29.3,27.8,1.5,0.5,0.4,0.8
640,Brandon Montour,27,FLA,D,81,11,26,37,15,48,5.5,10,1,0,1,19,7,0,153,7.2,1450,1074,65,64,0,0,,1384,1071,56.4,-0.5,1041,853,55.0,-2.2,9.2,91.2,100.4,66.3,33.8,1074,955,26,49,298,51.3,D,81,13,0.14,0.32,0.46,0.16,0.59,1.89,11,25,36,13,87,13,66,7,71.3,52.8,18.5,2.8,2.7,5.5
642,Trevor Moore,26,LAK,LW,81,17,31,48,20,20,5.2,11,1,5,1,29,1,1,202,8.4,1271,941,32,69,28,39,41.8,1104,921,54.5,0.6,858,680,55.8,1.2,8.9,91.6,100.5,53.2,46.8,941,806,30,17,341,59.2,LW,81,18,0.21,0.38,0.59,0.22,0.25,2.49,16,29,45,17,68,7,52,11,49.1,44.9,4.2,2.9,2.3,5.2
643,Josh Morrissey,26,WPG,D,79,12,25,37,-3,66,5.9,6,6,0,3,16,9,0,173,6.9,1869,1420,104,150,0,0,,1504,1404,51.7,3.7,1136,1073,51.4,3.2,9.4,90.3,99.6,53.6,46.4,1420,1209,26,63,351,49.3,D,79,13,0.15,0.32,0.47,0.17,0.84,2.19,12,24,36,13,106,27,90,8,74.7,64.5,10.2,2.4,3.5,5.9
644,Tyler Motte,26,TOT,C,58,7,8,15,2,22,0.9,6,0,1,1,8,0,0,101,6.9,813,841,58,117,11,8,57.9,530,658,44.6,-7.2,410,447,47.8,-3.4,9.5,91.7,101.2,40.6,59.4,841,724,29,18,178,56.7,C,58,6,0.12,0.14,0.26,0.1,0.38,1.74,7,8,15,6,31,1,41,14,24.7,27.0,-2.4,-0.1,1.0,0.9
645,Jacob Moverare,23,LAK,D,19,0,2,2,3,2,0.7,0,0,0,0,2,0,0,15,0.0,310,980,21,16,0,0,,257,220,53.9,-2.0,186,161,53.6,-4.1,7.0,94.1,101.1,57.0,43.0,980,900,1,3,28,53.6,D,19,1,0.0,0.11,0.11,0.03,0.11,0.79,0,2,2,1,11,1,11,4,11.5,10.5,1.0,-0.2,0.9,0.7
646,Connor Murphy,28,CHI,D,57,4,6,10,-14,47,2.0,4,0,0,1,6,0,0,71,5.6,1240,1306,150,130,0,0,,840,1102,43.3,-4.9,600,767,43.9,-4.1,9.7,90.0,99.8,36.9,63.1,1306,1139,19,47,149,47.7,D,57,4,0.07,0.11,0.18,0.07,0.82,1.25,4,6,10,4,43,0,73,16,35.0,44.8,-9.9,-0.2,2.2,2.0
647,Brett Murray,23,BUF,LW,19,2,4,6,-3,23,0.3,2,0,0,0,3,1,0,14,14.3,247,779,2,17,0,0,,172,224,43.4,-5.1,132,183,41.9,-4.6,8.5,91.5,100.0,50.3,49.7,779,743,4,5,25,56.0,LW,19,2,0.11,0.21,0.32,0.12,1.21,0.74,2,4,6,2,9,1,11,0,6.2,8.2,-2.0,0.1,0.2,0.3
648,Ryan Murray,28,COL,D,37,0,4,4,-3,2,0.4,0,0,0,0,3,0,1,26,0.0,521,845,41,32,0,0,,399,430,48.1,-6.0,302,311,49.3,-3.9,7.5,90.6,98.1,39.3,60.7,845,778,4,8,45,57.8,D,37,1,0.0,0.11,0.11,0.03,0.05,0.7,0,4,4,1,19,0,29,7,20.3,21.3,-1.0,-0.3,0.6,0.4
649,Jake Muzzin,32,TOR,D,47,3,11,14,-6,16,1.6,3,0,0,0,10,0,1,75,4.0,974,1244,60,105,0,0,,828,765,52.0,-2.0,612,575,51.6,-1.5,8.9,89.2,98.1,46.1,53.9,1244,1071,12,44,166,45.2,D,47,5,0.06,0.23,0.3,0.1,0.34,1.6,3,10,13,4,41,0,62,15,37.9,37.6,0.3,0.4,1.1,1.6
650,Philippe Myers,25,NSH,D,27,1,3,4,5,12,1.2,1,0,0,0,3,0,0,28,3.6,402,893,17,50,0,0,,304,327,48.2,-0.4,228,250,47.7,-0.3,9.9,94.3,104.2,49.7,50.3,893,832,8,17,72,38.9,D,27,1,0.04,0.11,0.15,0.05,0.44,1.04,1,3,4,1,15,0,13,3,11.7,14.2,-2.5,0.0,1.2,1.2
651,Tyler Myers,31,VAN,D,82,1,17,18,15,66,4.8,1,0,0,0,16,1,0,128,0.8,1802,1319,148,145,0,0,,1446,1509,48.9,-1.9,1100,1121,49.5,-1.0,9.4,92.4,101.9,45.4,54.6,1319,1148,32,56,257,49.8,D,82,5,0.01,0.21,0.22,0.06,0.8,1.56,1,16,17,5,77,1,102,40,66.9,68.6,-1.7,-0.4,5.1,4.8
652,Vladislav Namestnikov,29,TOT,C,75,16,14,30,2,45,2.8,15,0,1,1,13,1,0,91,17.6,1099,879,39,62,26,31,45.6,733,849,46.3,-1.2,565,635,47.1,0.2,9.9,91.6,101.5,44.4,55.6,879,767,21,22,153,59.5,C,75,12,0.21,0.19,0.4,0.17,0.6,1.21,16,13,29,12,47,4,57,16,35.2,40.0,-4.8,1.4,1.4,2.8
653,Riley Nash,32,TOT,C,49,0,4,4,-5,10,-0.7,0,0,0,0,4,0,0,36,0.0,560,686,17,46,207,190,52.1,318,415,43.4,-4.4,239,302,44.2,-2.8,5.9,92.1,97.9,31.4,68.6,686,564,18,12,64,56.3,C,49,1,0.0,0.08,0.08,0.02,0.2,0.73,0,4,4,1,14,2,31,14,14.4,19.5,-5.1,-1.2,0.4,-0.7
654,James Neal,34,STL,LW,19,2,2,4,-1,0,0.1,1,1,0,1,1,1,0,31,6.5,227,718,3,17,0,2,0.0,144,141,50.5,0.6,113,110,50.7,2.3,4.8,96.1,100.9,43.2,56.8,718,611,2,4,45,68.9,LW,19,2,0.11,0.11,0.21,0.08,0.0,1.63,2,2,4,2,9,5,5,0,7.0,5.9,1.1,-0.1,0.2,0.1
655,Martin Necas,23,CAR,C,78,14,26,40,5,32,3.3,11,2,1,6,24,2,0,159,8.8,1263,971,19,55,38,47,44.7,1096,886,55.3,-0.9,830,711,53.9,-2.0,9.3,91.1,100.4,53.9,46.1,971,793,38,75,295,53.9,C,78,14,0.18,0.33,0.51,0.19,0.41,2.04,14,25,39,14,62,9,56,8,41.2,42.8,-1.6,1.6,1.6,3.3
657,Brock Nelson,30,NYI,C,72,37,22,59,-5,33,7.5,26,11,0,5,19,3,0,171,21.6,1273,1061,43,31,476,488,49.4,961,1058,47.6,2.1,715,792,47.4,1.3,11.1,89.5,100.6,57.7,42.3,1061,882,49,43,279,61.3,C,72,26,0.51,0.31,0.82,0.37,0.46,2.38,36,21,57,25,83,24,68,4,52.3,51.0,1.3,5.9,1.6,7.5
658,Patrik Nemeth,29,NYR,D,63,2,5,7,-9,28,1.5,2,0,0,1,5,0,0,52,3.8,1048,998,102,115,0,0,,658,960,40.7,-9.7,491,720,40.5,-10.7,9.3,91.9,101.2,47.0,53.0,998,894,11,18,114,45.6,D,63,2,0.03,0.08,0.11,0.04,0.44,0.83,2,5,7,2,34,0,57,14,28.9,44.5,-15.6,-0.4,2.0,1.5
659,Alex Newhook,21,COL,C,71,13,20,33,11,12,3.0,10,3,0,5,17,3,0,113,11.5,963,814,36,40,136,256,34.7,755,763,49.7,-3.9,530,577,47.9,-5.0,8.5,94.7,103.1,41.8,58.2,814,723,20,13,203,55.7,C,71,12,0.18,0.28,0.46,0.17,0.17,1.59,13,19,32,12,46,11,25,1,34.7,31.7,2.9,1.7,1.2,3.0
660,Valeri Nichushkin,26,COL,RW,62,25,27,52,21,14,5.9,18,5,2,5,23,4,0,180,13.9,1180,1142,27,89,0,5,0.0,1054,754,58.3,7.6,772,585,56.9,6.8,10.9,90.2,101.2,52.3,47.7,1142,892,38,24,264,68.2,RW,62,21,0.4,0.44,0.84,0.33,0.23,2.9,24,26,50,20,91,25,54,9,48.0,35.7,12.4,4.1,1.8,5.9
661,Nino Niederreiter,29,CAR,RW,75,24,20,44,29,34,5.7,20,4,0,5,19,1,0,144,16.7,1113,890,17,119,19,20,48.7,1051,759,58.1,3.5,817,587,58.2,4.0,11.4,91.9,103.2,53.1,46.9,890,801,21,51,243,59.3,RW,75,18,0.32,0.27,0.59,0.24,0.45,1.92,23,19,42,18,76,10,37,0,48.9,38.1,10.8,3.4,2.3,5.7
662,Markus Niemeläinen,23,EDM,D,20,0,1,1,-5,4,-0.1,0,0,0,0,1,0,0,12,0.0,264,792,19,82,0,0,,197,212,48.2,-6.2,137,171,44.5,-9.1,6.3,91.2,97.5,45.0,55.0,792,706,4,10,26,46.2,D,20,0,0.0,0.05,0.05,0.01,0.2,0.6,0,1,1,0,6,0,15,4,8.6,9.9,-1.3,-0.2,0.1,-0.1
663,Matthew Nieto,29,SJS,LW,70,6,11,17,-20,19,0.2,6,0,0,0,11,0,0,82,7.3,1008,864,47,96,2,11,15.4,644,853,43.0,-2.7,495,607,44.9,-2.0,7.3,88.7,96.0,40.0,60.0,864,755,21,17,120,68.3,LW,70,6,0.09,0.16,0.24,0.09,0.27,1.17,6,10,16,6,26,0,53,7,25.9,31.4,-5.5,-0.6,0.8,0.2
664,Sami Niku,25,MTL,D,13,0,6,6,3,2,1.0,0,0,0,0,5,1,0,14,0.0,199,917,17,6,0,0,,126,156,44.7,0.6,100,112,47.2,3.7,10.8,92.9,103.8,53.1,46.9,917,775,2,5,27,51.9,D,13,2,0.0,0.46,0.46,0.13,0.15,1.08,0,6,6,2,10,1,6,0,7.5,6.9,0.6,0.3,0.6,1.0
667,Joshua Norris,22,OTT,C,66,35,20,55,-7,16,6.8,19,16,0,8,13,7,0,172,20.3,1226,1115,44,79,529,507,51.1,937,962,49.3,2.2,688,732,48.5,0.7,10.6,88.9,99.5,59.8,40.2,1115,885,24,32,319,53.9,C,66,25,0.53,0.3,0.83,0.37,0.24,2.61,34,19,53,24,90,36,67,6,41.0,45.3,-4.3,5.4,1.4,6.8
668,Tomas Nosek,29,BOS,C,75,3,14,17,-9,32,0.1,3,0,0,1,12,0,2,84,3.6,1001,801,34,85,362,310,53.9,728,742,49.5,-6.7,562,543,50.9,-6.5,6.9,89.8,96.7,36.2,63.8,801,689,27,22,156,53.8,C,75,5,0.04,0.19,0.23,0.07,0.43,1.12,3,13,16,5,31,0,53,13,35.4,31.6,3.8,-0.9,0.9,0.1
669,Thomas Novak,24,NSH,C,27,1,6,7,-4,2,0.1,0,1,0,0,3,3,0,25,4.0,318,708,6,4,62,79,44.0,246,193,56.0,6.6,192,142,57.5,7.7,4.5,89.2,93.7,58.1,41.9,708,603,14,5,47,53.2,C,27,2,0.04,0.22,0.26,0.08,0.07,0.93,1,6,7,2,10,4,10,0,10.0,7.7,2.3,-0.1,0.2,0.1
670,Ryan Nugent-Hopkins,28,EDM,C,63,11,39,50,3,16,3.8,7,1,3,1,15,22,2,154,7.1,1217,1159,34,42,178,259,40.7,771,818,48.5,-4.8,563,644,46.6,-6.3,10.8,91.2,101.9,48.6,51.4,1159,830,43,34,231,66.7,C,63,16,0.17,0.62,0.79,0.26,0.25,2.44,11,37,48,16,92,42,57,10,35.4,35.4,0.0,2.5,1.3,3.8
671,Darnell Nurse,26,EDM,D,71,9,26,35,18,54,6.6,7,0,2,0,19,6,1,203,4.4,1778,1503,132,196,0,0,,1577,1378,53.4,0.7,1202,1074,52.8,1.5,9.2,91.4,100.6,50.9,49.1,1503,1268,33,67,410,49.5,D,71,12,0.13,0.37,0.49,0.17,0.76,2.86,9,25,34,12,102,14,97,27,73.2,64.7,8.5,2.0,4.6,6.6
673,William Nylander,25,TOR,C,81,34,46,80,-9,16,7.8,21,13,0,7,28,18,0,256,13.3,1480,1096,30,19,34,31,52.3,1297,1087,54.4,1.5,998,829,54.6,2.4,9.9,88.0,97.8,60.0,40.0,1096,897,59,33,467,54.8,C,81,31,0.42,0.57,0.99,0.38,0.2,3.16,33,44,77,30,121,50,82,2,61.8,47.9,13.9,6.8,1.0,7.8
674,Gustav Nyquist,32,CBJ,RW,82,18,35,53,-12,26,3.8,10,4,4,0,29,6,0,122,14.8,1463,1070,51,41,14,16,46.7,1052,1189,46.9,-1.2,799,946,45.8,-1.4,12.8,87.3,100.1,48.1,51.9,1070,853,46,25,208,58.7,RW,82,19,0.22,0.43,0.65,0.23,0.32,1.49,17,33,50,18,95,15,105,13,48.9,65.3,-16.3,2.8,1.1,3.8
675,Liam O'Brien,27,ARI,C,39,2,1,3,1,106,-0.1,2,0,0,0,1,0,0,36,5.6,370,569,10,139,5,5,50.0,248,369,40.2,-5.0,178,280,38.9,-6.4,5.7,97.0,102.7,47.5,52.5,569,560,6,8,67,53.7,C,39,1,0.05,0.03,0.08,0.03,2.72,0.92,2,1,3,1,7,0,7,1,8.7,15.6,-6.9,-0.5,0.5,-0.1
676,Drew O'Connor,23,PIT,F,22,3,2,5,-1,4,0.3,3,0,0,0,2,0,0,40,7.5,226,617,7,12,18,34,34.6,222,153,59.2,8.4,180,105,63.2,12.2,6.0,88.8,94.8,61.6,38.4,617,558,9,5,62,64.5,F,22,2,0.14,0.09,0.23,0.1,0.18,1.82,3,2,5,2,8,0,9,0,10.9,6.3,4.6,0.1,0.2,0.3
677,Logan O'Connor,25,COL,RW,81,8,16,24,10,38,1.3,7,0,1,1,13,0,3,127,6.3,1124,832,59,100,5,17,22.7,797,811,49.6,-3.8,590,590,50.0,-2.1,8.3,92.8,101.1,41.2,58.8,832,702,38,17,202,62.9,RW,81,9,0.1,0.2,0.3,0.11,0.47,1.57,8,15,23,8,42,0,54,22,37.6,36.0,1.5,-0.1,1.3,1.3
679,Ryan O'Reilly,30,STL,C,78,21,37,58,11,12,5.2,12,9,0,0,29,7,1,168,12.5,1488,1145,38,20,900,685,56.8,966,972,49.8,3.9,720,768,48.4,2.5,11.6,90.5,102.1,44.1,55.9,1145,876,50,26,252,66.7,C,78,21,0.27,0.47,0.74,0.27,0.15,2.15,20,35,55,20,100,37,65,13,46.4,46.3,0.2,3.3,1.8,5.2
680,Jordan Oesterle,29,DET,D,45,2,6,8,-7,4,1.2,2,0,0,1,6,0,0,63,3.2,823,1097,44,27,0,0,,609,713,46.1,-0.6,445,555,44.5,-1.6,8.3,91.1,99.4,47.7,52.3,1097,1015,6,17,101,62.4,D,45,3,0.04,0.13,0.18,0.06,0.09,1.4,2,6,8,3,29,0,50,14,30.5,38.0,-7.5,0.0,1.3,1.2
682,Kyle Okposo,33,BUF,RW,74,21,24,45,-15,43,4.1,11,8,2,1,18,6,0,174,12.1,1241,1007,19,59,92,93,49.7,789,883,47.2,-1.6,601,713,45.7,-2.3,8.1,90.5,98.6,44.4,55.6,1007,815,24,34,304,57.2,RW,74,18,0.28,0.32,0.61,0.25,0.58,2.35,20,23,43,17,59,21,67,14,35.3,43.6,-8.2,3.0,1.1,4.1
683,Jamie Oleksiak,29,SEA,D,72,1,16,17,-1,54,3.2,1,0,0,0,15,0,1,95,1.1,1392,1160,86,182,0,0,,1093,1072,50.5,-0.7,836,830,50.2,-0.3,9.7,90.0,99.7,43.3,56.7,1160,1048,32,51,176,54.0,D,72,5,0.01,0.22,0.24,0.07,0.75,1.32,1,15,16,5,60,1,77,17,50.6,51.2,-0.5,0.0,3.2,3.2
684,Mathieu Olivier,24,NSH,F,10,0,1,1,-3,14,-0.2,0,0,0,0,1,0,0,5,0.0,101,606,4,23,0,1,0.0,63,79,44.4,-4.8,47,58,44.8,-5.6,3.3,91.8,95.2,20.8,79.2,606,552,3,2,11,45.5,F,10,0,0.0,0.1,0.1,0.03,1.4,0.5,0,1,1,0,1,0,5,1,1.8,5.0,-3.2,-0.2,0.0,-0.2
685,Victor Olofsson,26,BUF,RW,72,20,29,49,-16,6,4.5,13,7,0,6,23,5,1,164,12.2,1108,923,15,10,0,1,0.0,872,847,50.7,3.1,665,693,49.0,2.0,9.3,88.1,97.4,58.5,41.5,923,789,18,18,293,56.0,RW,72,19,0.28,0.4,0.68,0.26,0.08,2.28,19,28,47,18,68,21,63,0,36.4,44.8,-8.4,3.7,0.9,4.5
686,Dmitry Orlov,30,WSH,D,76,12,23,35,25,44,7.7,10,2,0,4,21,2,0,127,9.4,1593,1258,94,124,0,0,,1366,1260,52.0,2.7,1052,932,53.0,2.8,10.6,91.5,102.1,43.6,56.4,1258,1154,37,44,238,53.4,D,76,13,0.16,0.3,0.46,0.17,0.58,1.67,12,22,34,13,88,4,65,6,60.6,53.8,6.7,2.7,5.0,7.7
687,T.J. Oshie,35,WSH,C,44,11,14,25,-12,18,1.8,7,4,0,1,7,6,1,77,14.3,768,1047,30,86,72,97,42.6,538,549,49.5,-1.8,399,405,49.6,-3.3,8.4,88.5,96.9,54.3,45.7,1047,818,19,18,138,55.8,C/RW,44,10,0.25,0.32,0.57,0.23,0.41,1.75,11,13,24,10,43,19,37,1,24.0,25.5,-1.5,1.4,0.4,1.8
688,Alex Ovechkin,36,WSH,LW,77,50,40,90,8,18,11.4,33,16,1,5,27,13,0,334,15.0,1584,1234,25,156,4,9,30.8,1184,1146,50.8,0.5,902,879,50.6,-1.3,13.4,88.7,102.0,75.1,24.9,1234,949,32,50,642,52.0,LW,77,39,0.65,0.52,1.17,0.5,0.23,4.34,49,38,87,37,129,44,77,0,51.4,51.7,-0.2,9.4,2.0,11.4
690,Max Pacioretty,33,VEG,LW,39,19,18,37,8,33,4.6,15,4,0,4,10,8,0,148,12.8,678,1043,21,30,2,7,22.2,609,519,54.0,1.9,465,384,54.8,1.7,10.0,91.3,101.3,58.9,41.1,1043,880,15,23,262,56.5,LW,39,15,0.49,0.46,0.95,0.39,0.85,3.79,18,17,35,14,50,16,26,0,28.5,21.4,7.1,3.6,1.0,4.6
